"Match","Date","Team","Player ID","Full Name","Role","Played","Runs","Balls","4s","6s","SR","Dismissal","Overs","Maidens","Dots","Runs Conceded","Wickets","Econ","Catches","Stumpings","Run Outs","Pts Bat","Pts Bowl","Pts Field","Pts SR","Pts Econ","Pts XI","Fantasy Points","Source","In Squad List","Bat Order","L1 Recon","L2 Recon","Match Status","Recon Flag","Player Recon"
"Match 9 — KR v CK","2026-07-23","KR","ci:1253695","Pawan Sandesh","AR","Y","8","6","1","0","133.3","bowled","","0","0","0","0","","0","0","0","12","0","0","0","0","4","16","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:826901","Daniel Sams","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:786925","Asitha Fernando","BOWL","Y","0","0","0","0","","","2","0","2","33","0","16.5","0","0","0","0","2","0","0","-6","4","0","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:1364328","Garuka Sanketh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:955235","Nuwan Thushara","BOWL","Y","0","0","0","0","","","4","0","8","31","1","7.75","0","0","1","0","46","6","0","0","4","56","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:712219","Zahir Khan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:949473","Brandon McMullen","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:704693","Lahiru Udara","BAT","Y","4","4","1","0","100","caught","","0","0","0","0","","2","1","1","8","0","34","0","0","4","46","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:721041","Dushan Hemantha","AR","Y","11","6","0","1","183.3","","2","0","5","20","2","10","0","0","0","17","65","0","0","-2","4","84","cricsheet · official","Y","10","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:985497","Muditha Lakshan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:823509","Dale Phillips","BAT","Y","38","27","6","1","140.7","caught","","0","0","0","0","","0","0","0","72","0","0","2","0","4","78","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:1329936","Sahan Mihira","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:1075869","Isitha Wijesundera","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:1072470","Shaheen Shah Afridi","BOWL","Y","5","7","0","0","71.4","caught","4","0","9","34","2","8.5","0","0","0","5","77","0","0","0","4","86","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:1393938","Sharujan Shanmuganathan","BAT","Y","14","6","0","2","233.3","caught","","0","0","0","0","","2","0","0","26","0","16","0","0","4","46","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:629074","Kusal Mendis","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:629076","Sadeera Samarawickrama","BAT","Y","1","3","0","0","33.3","stumped","","0","0","0","0","","0","0","1","1","0","6","0","0","4","11","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:784373","Kamindu Mendis","AR","Y","1","4","0","0","25","bowled","","0","0","0","0","","1","0","1","1","0","14","0","0","4","19","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:603410","Ben McDermott","BAT","Y","4","3","1","0","133.3","caught","","0","0","0","0","","0","0","0","8","0","0","0","0","4","12","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:681681","Janith Liyanage","BAT","Y","52","33","3","2","157.6","","0.8","0","0","20","0","24","0","0","0","84","0","0","4","0","4","92","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending","⚠ official revision"
"Match 9 — KR v CK","2026-07-23","CK","ci:355269","Jimmy Neesham","AR","Y","24","10","2","2","240","caught","2","0","5","7","1","3.5","0","0","0","44","35","0","6","6","4","95","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:1070229","Milan Ratnayake","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:926629","Hasan Mahmud","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:370040","Jeffrey Vandersay","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:974109","Mujeeb Ur Rahman","BOWL","Y","0","0","0","0","","","4","0","10","34","3","8.5","0","0","0","0","120","0","0","0","4","124","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:629080","Binura Fernando","BOWL","Y","21","13","2","1","161.5","run out","2.2","0","6","19","0","8.77","0","0","0","35","6","0","0","0","4","45","cricsheet · official","Y","10","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:596097","Rubin Hermann","WK","Y","53","36","7","1","147.2","caught","","0","0","0","0","","0","0","0","95","0","0","2","0","4","101","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:794713","Kushal Bhurtel","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:1203995","Shahnawaz Dahani","BOWL","Y","0","0","0","0","","","4","0","10","35","1","8.75","0","0","0","0","40","0","0","0","4","44","cricsheet · official","Y","11","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:931015","Thanuka Dabare","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:1210287","Movin Subasingha","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:1282476","Wanuja Sahan","BOWL","Y","7","7","1","0","100","caught","4","0","9","24","1","6","1","0","0","11","39","8","0","2","4","64","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:954003","Anthony Pragasam","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","CK","ci:1282475","Malsha Tharupathi","BAT","Y","2","5","0","0","40","lbw","3","0","4","29","1","9.67","1","0","0","2","34","8","0","0","4","48","cricsheet · official","Y","9","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","","PWH de Silva","AR","Y","8","5","1","0","160","caught","4","0","8","33","0","8.25","1","0","0","12","8","8","0","0","4","32","cricsheet · official","N","6","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1027867","Lasith Croospulle","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:326637","Chris Lynn","BAT","Y","46","22","3","4","209.1","caught","","0","0","0","0","","0","0","0","86","0","0","6","0","4","96","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:536936","Litton Das","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:784367","Charith Asalanka","BAT","Y","6","5","0","1","120","caught","","0","0","0","0","","0","0","0","12","0","0","0","0","4","16","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:348148","Mohammad Nawaz","AR","Y","27","16","2","2","168.8","caught","","0","0","0","0","","0","0","0","51","0","0","4","0","4","59","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:437316","Dasun Shanaka","AR","Y","12","10","0","1","120","caught","2","0","5","21","1","10.5","1","0","0","18","35","8","0","-2","4","63","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:623695","Chamika Karunaratne","AR","Y","9","11","2","0","81.8","caught","2","0","0","26","0","13","1","0","0","17","0","8","0","-6","4","23","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1364326","Dinura Kalupahana","BOWL","Y","10","11","1","0","90.9","caught","","0","0","0","0","","0","0","0","14","0","0","0","0","4","18","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:826689","Pramod Madushan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1306214","Eshan Malinga","BOWL","Y","0","0","0","0","","","3","0","11","13","3","4.33","1","0","0","0","113","8","0","6","4","131","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1153149","Vijayakanth Viyaskanth","BOWL","Y","6","2","0","1","300","","2.8","0","5","32","1","11.29","1","0","0","12","35","8","0","-4","4","55","cricsheet · official","Y","9","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:629063","Mehidy Hasan Miraz","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:772361","Sam Harper","WK","Y","3","7","0","0","42.9","bowled","","0","0","0","0","","0","0","0","3","0","0","0","0","4","7","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:633660","Virandeep Singh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1203669","Akif Javed","BOWL","Y","0","0","0","0","","","4","0","15","22","1","5.5","1","0","0","0","45","8","0","4","4","61","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:499594","Kasun Rajitha","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:693975","Sahan Arachchige","AR","Y","63","36","4","3","175","run out","","0","0","0","0","","0","0","0","105","0","0","6","0","4","115","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:950405","Tharindu Rathnayake","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1175296","Sachindu Colombage","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1437704","Uri Koththigoda","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:784369","Avishka Fernando","BAT","Y","6","3","0","1","200","caught","","0","0","0","0","","1","0","0","12","0","8","0","0","4","24","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1075863","Kamil Mishara","WK","Y","15","8","3","0","187.5","caught","","0","0","0","0","","3","0","1","27","0","34","0","0","4","65","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:921509","Ibrahim Zadran","BAT","Y","11","14","1","0","78.6","caught","","0","0","0","0","","2","0","0","15","0","16","0","0","4","35","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:342619","Bhanuka Rajapaksa","BAT","Y","8","4","2","0","200","caught","","0","0","0","0","","0","0","0","16","0","0","0","0","4","20","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:56143","Shakib Al Hasan","AR","Y","0","1","0","0","0","bowled","3","0","7","27","1","9","0","0","0","-2","37","0","0","0","4","39","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1152427","Dunith Wellalage","AR","Y","56","39","4","4","143.6","caught","3","0","9","13","1","4.33","0","0","0","104","47","0","2","6","4","163","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1186658","Chamindu Wickramasinghe","AR","Y","6","8","0","0","75","caught","","0","0","0","0","","0","0","0","6","0","0","0","0","4","10","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1282477","Traveen Mathews","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:538506","Taskin Ahmed","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:221140","David Wiese","AR","Y","22","20","3","0","110","caught","","0","0","0","0","","0","0","0","34","0","0","0","0","4","38","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1462402","Kugathas Mathulan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:793007","Dilshan Madushanka","BOWL","Y","4","11","1","0","36.4","","4","0","8","35","2","8.75","0","0","0","8","68","0","0","0","4","80","cricsheet · official","Y","10","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1126045","Nishan Madushka","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:960361","Sandeep Lamichhane","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:32966","Piyush Chawla","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:384525","Zahoor Khan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:379887","Lizaad Williams","BOWL","Y","0","0","0","0","","","4","0","5","37","2","9.25","0","0","0","0","65","0","0","0","4","69","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:1074333","Nuwanidu Fernando","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:801817","Mohommed Shiraz","BOWL","Y","0","0","0","0","","","3","0","0","23","1","7.67","0","0","0","0","30","0","0","0","4","34","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending","⚠ official revision"
"Match 10 — GG v JK","2026-07-23","JK","ci:1439495","Praveen Manisha","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","ci:990031","Towhid Hridoy","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:410765","Nurul Hasan","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","GG","ci:1070229","Milan Ratnayake","BOWL","Y","0","0","0","0","","","4","0","14","19","3","4.75","1","0","0","0","116","8","0","6","4","134","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 10 — GG v JK","2026-07-23","JK","","T Mathew","AR","Y","0","1","0","0","0","bowled","3","0","1","54","0","18","0","0","1","-2","1","6","0","-6","4","3","cricsheet · official","N","9","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1027867","Lasith Croospulle","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:326637","Chris Lynn","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:536936","Litton Das","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:784367","Charith Asalanka","BAT","Y","14","21","2","0","66.7","caught","","0","0","0","0","","0","0","0","22","0","0","-2","0","4","24","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:348148","Mohammad Nawaz","AR","Y","0","1","0","0","0","caught","","0","0","0","0","","1","0","0","-2","0","8","0","0","4","10","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:437316","Dasun Shanaka","AR","Y","57","38","6","2","150","","2","0","4","17","0","8.5","0","0","0","101","4","0","2","0","4","111","cricsheet · official","Y","7","⚠ runs 57/58 (cricapi/ESPN)","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:623695","Chamika Karunaratne","AR","Y","52","35","3","2","148.6","caught","2","0","5","11","0","5.5","1","0","0","84","5","8","2","4","4","107","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1364326","Dinura Kalupahana","BOWL","Y","1","2","0","0","50","caught and bowled","","0","0","0","0","","0","0","0","1","0","0","0","0","4","5","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:826689","Pramod Madushan","BOWL","Y","0","0","0","0","","","4","1","11","41","2","10.25","0","0","0","0","91","0","0","-2","4","93","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1306214","Eshan Malinga","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1153149","Vijayakanth Viyaskanth","BOWL","Y","3","4","0","0","75","","4","0","4","36","2","9","0","0","0","3","72","0","0","0","4","79","cricsheet · official","Y","10","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:629063","Mehidy Hasan Miraz","AR","Y","5","5","1","0","100","bowled","","0","0","0","0","","1","0","0","9","0","8","0","0","4","21","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:772361","Sam Harper","WK","Y","14","12","0","1","116.7","caught","","0","0","0","0","","0","0","0","20","0","0","0","0","4","24","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:633660","Virandeep Singh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1203669","Akif Javed","BOWL","Y","0","0","0","0","","","4","0","9","26","2","6.5","0","0","0","0","69","0","0","2","4","75","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:499594","Kasun Rajitha","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:693975","Sahan Arachchige","AR","Y","0","2","0","0","0","lbw","","0","0","0","0","","0","0","0","-2","0","0","0","0","4","2","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:950405","Tharindu Rathnayake","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1175296","Sachindu Colombage","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","GG","ci:1437704","Uri Koththigoda","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:1161050","Sediqullah Atal","BAT","Y","0","2","0","0","0","lbw","","0","0","0","0","","1","0","1","-2","0","14","0","0","4","16","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:1364325","Vishen Halambage","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:300631","Kusal Perera","WK","Y","1","4","0","0","25","caught","","0","0","0","0","","0","0","0","1","0","0","0","0","4","5","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:784379","Wanindu Hasaranga","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:49764","Angelo Mathews","AR","Y","28","22","2","0","127.3","","","0","0","0","0","","0","0","0","40","0","0","0","0","4","44","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:477021","Vijay Shankar","AR","Y","15","12","2","0","125","","1","0","2","9","0","9","1","0","0","23","2","8","0","0","4","37","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:8917","Moeen Ali","AR","Y","41","29","3","1","141.4","caught","3","0","11","11","1","3.67","0","0","0","63","49","0","2","6","4","124","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:1253695","Pawan Sandesh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:826901","Daniel Sams","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:786925","Asitha Fernando","BOWL","Y","0","0","0","0","","","4","0","10","33","2","8.25","0","0","1","0","70","6","0","0","4","80","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 11 — GG v KR","2026-07-25","KR","ci:1364328","Garuka Sanketh","AR","Y","0","0","0","0","","","3","0","3","27","0","9","0","0","0","0","3","0","0","0","4","7","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
