"Match","Date","Team","Player ID","Full Name","Role","Played","Runs","Balls","4s","6s","SR","Dismissal","Overs","Maidens","Dots","Runs Conceded","Wickets","Econ","Catches","Stumpings","Run Outs","Pts Bat","Pts Bowl","Pts Field","Pts SR","Pts Econ","Pts XI","Fantasy Points","Source","In Squad List","Bat Order","L1 Recon","L2 Recon","Match Status","Recon Flag","Player Recon"
"Match 6 — DS v KR","2026-07-21","KR","ci:8917","Moeen Ali","AR","Y","24","13","1","3","184.6","caught","1","0","0","12","0","12","0","0","0","46","0","0","6","0","4","56","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:1253695","Pawan Sandesh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:826901","Daniel Sams","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:786925","Asitha Fernando","BOWL","Y","0","0","0","0","","","2","0","7","16","0","8","0","0","0","0","7","0","0","0","4","11","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:1364328","Garuka Sanketh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:955235","Nuwan Thushara","BOWL","Y","0","0","0","0","","","4","0","11","29","4","7.25","0","0","0","0","155","0","0","0","4","159","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:712219","Zahir Khan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:949473","Brandon McMullen","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:704693","Lahiru Udara","BAT","Y","51","34","5","2","150","caught","","0","0","0","0","","1","0","0","91","0","8","2","0","4","105","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:721041","Dushan Hemantha","AR","Y","0","0","0","0","","","3","0","7","23","2","7.67","0","0","0","0","75","0","0","0","4","79","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:985497","Muditha Lakshan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:823509","Dale Phillips","BAT","Y","5","5","1","0","100","lbw","","0","0","0","0","","1","0","0","9","0","8","0","0","4","21","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:1329936","Sahan Mihira","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:1075869","Isitha Wijesundera","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","ci:1072470","Shaheen Shah Afridi","BOWL","Y","0","0","0","0","","","4","0","11","32","1","8","1","0","0","0","41","8","0","0","4","53","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","DS","ci:784375","Vishva Kumara","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED","",""
"Match 6 — DS v KR","2026-07-21","KR","","PWH de Silva","AR","Y","29","15","2","2","193.3","caught","4","0","7","19","1","4.75","1","0","0","53","37","8","6","6","4","114","cricsheet · official","N","5","","✓ complete","COMPLETED","",""
"Match 7 — JK v CK","2026-07-22","JK","ci:784369","Avishka Fernando","BAT","Y","34","28","3","1","121.4","bowled","","0","0","0","0","","1","0","0","56","0","8","0","0","4","68","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1075863","Kamil Mishara","WK","Y","39","30","7","0","130","lbw","","0","0","0","0","","0","0","0","71","0","0","2","0","4","77","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:921509","Ibrahim Zadran","BAT","Y","19","17","2","0","111.8","caught","","0","0","0","0","","0","0","0","27","0","0","0","0","4","31","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:342619","Bhanuka Rajapaksa","BAT","Y","0","2","0","0","0","bowled","","0","0","0","0","","0","0","0","-2","0","0","0","0","4","2","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:56143","Shakib Al Hasan","AR","Y","10","5","1","0","200","","2","0","1","19","1","9.5","0","0","0","14","31","0","0","0","4","49","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1152427","Dunith Wellalage","AR","Y","19","13","2","1","146.2","bowled","3","0","4","33","1","11","1","0","0","33","34","8","2","-2","4","79","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1186658","Chamindu Wickramasinghe","AR","Y","43","22","4","2","195.5","bowled","","0","0","0","0","","1","0","0","75","0","8","6","0","4","93","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1282477","Traveen Mathews","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:538506","Taskin Ahmed","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:221140","David Wiese","AR","Y","3","4","0","0","75","","1","0","1","10","0","10","0","0","0","3","1","0","0","0","4","8","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1462402","Kugathas Mathulan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:793007","Dilshan Madushanka","BOWL","Y","0","0","0","0","","","3","0","11","12","2","4","1","0","0","0","87","8","0","6","4","105","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1126045","Nishan Madushka","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:960361","Sandeep Lamichhane","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:32966","Piyush Chawla","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:384525","Zahoor Khan","BOWL","Y","0","0","0","0","","","3","0","1","39","0","13","1","0","0","0","1","8","0","-6","4","7","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:379887","Lizaad Williams","BOWL","Y","0","0","0","0","","","4","0","10","30","3","7.5","0","0","0","0","112","0","0","0","4","116","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending","⚠ official revision"
"Match 7 — JK v CK","2026-07-22","JK","ci:1074333","Nuwanidu Fernando","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:801817","Mohommed Shiraz","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:1439495","Praveen Manisha","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:1393938","Sharujan Shanmuganathan","BAT","Y","26","17","3","0","152.9","caught","","0","0","0","0","","0","0","0","42","0","0","4","0","4","50","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:629074","Kusal Mendis","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:629076","Sadeera Samarawickrama","BAT","Y","4","7","0","0","57.1","lbw","","0","0","0","0","","0","0","0","4","0","0","0","0","4","8","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:784373","Kamindu Mendis","AR","Y","58","42","3","2","138.1","caught","","0","0","0","0","","1","0","0","90","0","8","2","0","4","104","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:603410","Ben McDermott","BAT","Y","5","6","0","0","83.3","caught","","0","0","0","0","","0","0","0","5","0","0","0","0","4","9","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:681681","Janith Liyanage","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:355269","Jimmy Neesham","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:1070229","Milan Ratnayake","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:926629","Hasan Mahmud","BOWL","Y","1","3","0","0","33.3","bowled","4","0","9","39","0","9.75","0","0","0","1","9","0","0","0","4","14","cricsheet · official","Y","10","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending","⚠ official revision"
"Match 7 — JK v CK","2026-07-22","CK","ci:370040","Jeffrey Vandersay","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:974109","Mujeeb Ur Rahman","BOWL","Y","0","0","0","0","","","4","0","8","33","2","8.25","0","0","0","0","76","0","0","0","4","80","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:629080","Binura Fernando","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:596097","Rubin Hermann","WK","Y","1","7","0","0","14.3","bowled","","0","0","0","0","","0","0","0","1","0","0","0","0","4","5","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:794713","Kushal Bhurtel","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:1203995","Shahnawaz Dahani","BOWL","Y","2","3","0","0","66.7","","4","0","11","25","2","6.25","0","0","0","2","87","0","0","2","4","95","cricsheet · official","Y","11","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:931015","Thanuka Dabare","AR","Y","1","4","0","0","25","lbw","","0","0","0","0","","0","0","0","1","0","0","0","0","4","5","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:1210287","Movin Subasingha","AR","Y","6","8","0","0","75","caught","2","0","1","27","0","13.5","0","0","0","6","1","0","0","-6","4","5","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:1282476","Wanuja Sahan","BOWL","Y","35","15","6","1","233.3","","2","0","3","10","1","5","0","0","0","69","41","0","0","4","4","118","cricsheet · official","Y","9","⚠ runs 35/34 (cricapi/ESPN)","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending","⚠ official revision"
"Match 7 — JK v CK","2026-07-22","CK","ci:954003","Anthony Pragasam","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","ci:1282475","Malsha Tharupathi","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","ci:990031","Towhid Hridoy","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","JK","","T Mathew","AR","Y","0","0","0","0","","","4","0","14","21","2","5.25","0","0","0","0","82","0","0","4","4","90","cricsheet · official","N","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 7 — JK v CK","2026-07-22","CK","","RMMP Rathnayake","AR","Y","15","8","1","1","187.5","caught","4","0","9","40","1","10","0","0","0","25","47","0","0","-2","4","74","cricsheet · official","N","8","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:647785","Sahibzada Farhan","BAT","Y","13","8","2","0","162.5","caught","","0","0","0","0","","0","0","0","21","0","0","0","0","4","25","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:429754","Niroshan Dickwella","WK","Y","14","11","2","0","127.3","caught","","0","0","0","0","","1","0","0","22","0","8","0","0","4","34","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:269280","Reeza Hendricks","BAT","Y","64","37","9","1","173","","","0","0","0","0","","1","0","0","114","0","8","6","0","4","132","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:300628","Dinesh Chandimal","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:1171180","Pavan Rathnayake","BAT","Y","29","11","2","3","263.6","bowled","","0","0","0","0","","1","0","0","59","0","8","6","0","4","77","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:596436","Marques Ackerman","BAT","Y","36","25","1","2","144","caught","3","0","8","0","2","0","1","0","0","56","68","8","2","6","4","144","cricsheet · official","Y","5","⚠ runs 0/36; wkts 0/2; 4s 0/1; 6s 0/2 (cricapi/ESPN)","⚠ revised: runs 0→36; wkts 0→2; 4s 0→1; 6s 0→2","COMPLETED_FLAGGED","⚠ official revision pending","⚠ official revision"
"Match 8 — DS v GG","2026-07-22","DS","ci:629084","Ramesh Mendis","AR","Y","0","0","0","0","","","","0","0","0","0","","0","0","0","0","0","0","0","0","4","4","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:1379076","Gayana Weerasinghe","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:1138316","Maheesh Theekshana","BOWL","Y","0","0","0","0","","","3","0","6","29","1","9.67","1","0","0","0","36","8","0","0","4","48","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:574178","Akila Dananjaya","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:552152","Dushmantha Chameera","BOWL","Y","0","0","0","0","","","4","0","8","36","0","9","0","0","0","0","8","0","0","0","4","12","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:352048","Gulbadin Naib","AR","Y","20","6","0","3","333.3","","3","0","5","23","1","7.67","0","0","0","38","43","0","0","0","4","85","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:1185538","Mohammad Wasim","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:334621","Shadley van Schalkwyk","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:974175","Fazalhaq Farooqi","BOWL","Y","0","0","0","0","","","4","0","9","39","3","9.75","0","0","0","0","103","0","0","0","4","107","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:792519","Dhananjaya Lakshan","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:727399","Sachitha Jayatilake","WK","Y","0","0","0","0","","","","0","0","0","0","","1","0","0","0","0","8","0","0","4","12","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:784375","Vishva Kumara","BOWL","Y","0","0","0","0","","","3","0","8","20","1","6.67","1","0","0","0","38","8","0","2","4","52","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1027867","Lasith Croospulle","BAT","Y","12","11","2","0","109.1","caught","","0","0","0","0","","0","0","0","20","0","0","0","0","4","24","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:326637","Chris Lynn","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:536936","Litton Das","WK","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:784367","Charith Asalanka","BAT","Y","25","19","2","1","131.6","caught and bowled","1","0","1","8","0","8","0","0","0","43","1","0","2","0","4","50","cricsheet · official","Y","3","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:348148","Mohammad Nawaz","AR","Y","2","3","0","0","66.7","caught","3","0","4","40","1","13.33","0","0","0","2","34","0","0","-6","4","34","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:437316","Dasun Shanaka","AR","Y","20","10","1","2","200","caught","2","0","3","18","1","9","0","0","0","36","33","0","6","0","4","79","cricsheet · official","Y","6","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:623695","Chamika Karunaratne","AR","Y","45","30","4","2","150","caught","1","0","2","7","1","7","2","0","0","77","32","16","2","0","4","131","cricsheet · official","Y","4","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1364326","Dinura Kalupahana","BOWL","Y","2","2","0","0","100","","0.2","0","0","7","0","42","0","0","0","2","0","0","0","0","4","6","cricsheet · official","Y","9","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:826689","Pramod Madushan","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1306214","Eshan Malinga","BOWL","Y","0","0","0","0","","","2","0","4","35","1","17.5","0","0","0","0","42","0","0","-6","4","40","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1153149","Vijayakanth Viyaskanth","BOWL","Y","0","0","0","0","","","4","0","6","30","0","7.5","0","0","0","0","6","0","0","0","4","10","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:629063","Mehidy Hasan Miraz","AR","Y","16","13","2","0","123.1","caught","2","0","2","21","0","10.5","0","0","0","24","2","0","0","-2","4","28","cricsheet · official","Y","8","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:772361","Sam Harper","WK","Y","40","22","3","3","181.8","bowled","","0","0","0","0","","0","0","0","74","0","0","6","0","4","84","cricsheet · official","Y","2","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:633660","Virandeep Singh","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1203669","Akif Javed","BOWL","Y","0","0","0","0","","","1","0","2","12","0","12","0","0","0","0","2","0","0","0","4","6","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:499594","Kasun Rajitha","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:693975","Sahan Arachchige","AR","Y","6","10","0","0","60","caught","","0","0","0","0","","1","0","0","6","0","8","-2","0","4","16","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:950405","Tharindu Rathnayake","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1175296","Sachindu Colombage","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1437704","Uri Koththigoda","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","DS","ci:784375","Vishva Kumara","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:410765","Nurul Hasan","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 8 — DS v GG","2026-07-22","GG","ci:1070229","Milan Ratnayake","BOWL","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:1161050","Sediqullah Atal","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:1364325","Vishen Halambage","BAT","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:300631","Kusal Perera","WK","Y","19","14","4","0","135.7","lbw","","0","0","0","0","","0","0","0","35","0","0","2","0","4","41","cricsheet · official","Y","1","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:784379","Wanindu Hasaranga","AR","N","","","","","","","","","","","","","","","","","","","","","","","cricsheet · official","Y","","✓ clean","⚠ revised: not in official XI","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:49764","Angelo Mathews","AR","Y","39","24","5","1","162.5","","0.5","0","1","5","0","10","0","0","0","69","1","0","4","0","4","78","cricsheet · official","Y","9","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:477021","Vijay Shankar","AR","Y","30","23","1","2","130.4","caught","0.5","0","3","0","1","0","1","0","0","50","33","8","2","0","4","97","cricsheet · official","Y","7","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
"Match 9 — KR v CK","2026-07-23","KR","ci:8917","Moeen Ali","AR","Y","1","4","0","0","25","run out","3","0","4","31","2","10.33","0","0","0","1","64","0","0","-2","4","67","cricsheet · official","Y","5","✓ clean","✓ complete","COMPLETED_FLAGGED","⚠ official revision pending",""
